UniqueCount	AmbigCount
96	1174
238	199
279	0
165	0
13	11286
174	816
58	558
2847	14916
0	13289
50	12926
0	14611
0	13406
0	11363
0	12494
87	336
45	2348
0	8809
116	0
79	7612
107	1194
363	89
58	1221
72	1232
220	0
204	645
127	68
2	74
0	1104
45	1081
0	1811
0	1109
34	640
0	1816
53	783
76	66
90	341
70	244
522	713
38	834
82	100
90	93
146	65
137	132
35	304
42	0
45	157
17	1315
130	1281
109	1352
573	1794
61	1788
2778	0
2835	0
8	1924
0	1492
5	1120
52	1107
0	1280
0	1312
0	384
21	44054
0	43691
474	41681
55	45557
1	43374
333	13495
0	6126
550	7302
4045	952
108	0
43	7149
0	7447
0	7296
142	7090
136	7445
40	7263
185	7088
18	7078
0	7236
81	7173
69	996
588	463
264	90
92	2245
75	2245
0	8981
23	7860
180	7893
55	2507
146	2607
136	251
91	2798
483	2
56	1219
47	0
142	487
330	135
47	80
150	0
108	0
869	0
78	133
411	6215
86	4700
37	6413
36	6072
576	3049
68	432
6	3096
48	2780
27	3009
21	2682
8	2045
5	1881
97	1014
64	1363
32	557
142	0
134	255
12	892
514	1704
110	1494
185	755
140	918
210	0
56	193
3944	1051
37	219
338	639
328	514
0	4346
25	4183
150	0
112	63
189	133
116	1331
272	1177
65	1334
50	718
150	977
102	775
1823	403
225	383
142	20
12	1906
142	2227
82	2224
13	2062
110	2062
162	0
551	667
355	1865
866	1865
29	1071
148	0
51	7431
19	7429
686	7048
127	367
99	520
134	498
135	332
17	2107
55	1990
201	2106
724	2221
22	2444
50	532
37	919
18	922
79	807
211	150
222	232
55	2526
150	15126
48	14548
0	10190
117	14365
0	24462
46	2567
115	5822
86	2363
13	8817
462	2327
556	24704
278	1218
0	25697
126	24618
124	308
74	2
157	21287
31	1662
98	1735
84	1873
81	5092
102	1485
43	1803
111	884
940	2978
0	5144
956	4505
24	1141
107	1375
113	1538
52	1187
132	0
27	593
230	640
159	42
92	393
37	393
152	9381
116	10716
234	15937
26	12260
0	11994
252	15927
67	12019
14	631
1	1984
4	12434
0	17557
1988	17061
66	42
90	6273
4	8228
110	6314
142	6511
11	7927
626	866
312	669
133	3782
10	3476
33	7168
1529	1524
6079	2712
213	2712
184	0
79	684
78	1039
22	904
39	571
14	419
8	291
65	206
21	9616
220	8560
91	657
1	1956
3450	9109
156	322
236	194
60	8234
94	7653
58	3036
0	8978
8	9117
32	1802
49	1017
0	15642
0	15353
6	15872
43	14431
0	16083
0	16386
0	15871
0	16208
32	4504
27	5601
74	2489
109	2455
1	3132
175	3077
68	1263
732	2
135	2813
54	2817
188	413
33	695
1719	6481
1200	3629
435	4619
345	4281
219	3573
599	10271
57	6812
2029	10541
70	10559
63	305
118	1453
126	630
43	3005
151	3402
142	3507
44	3422
50	3605
113	0
556	654
405	463
258	0
24	2839
387	3795
37	3223
51	2728
58	3438
28	2372
83	1747
31	1804
122	1786
57	1511
49	1084
32	1379
58	519
146	1170
73	203
3	555
39	711
49	535
94	127
50	223
43	1955
34	3107
105	3350
22	3984
0	3984
67	1147
70	2755
469	2766
172	238
0	430
56	2638
41	1385
42	3464
162	0
146	395
42	3641
44	2532
205	1672
130	606
154	518
45	294
716	103
0	520
54	28
111	2447
97	3018
0	4525
16	5797
0	6060
50	1530
232	201
365	3569
51	1287
43	915
379	304
49	2286
197	518
24	1638
102	883
169	971
0	1878
213	849
209	1097
122	957
28	687
49	620
232	0
30	2087
24	1774
97	818
61	672
48	1370
101	2100
0	1314
66	5
47	393
3957	3571
118	0
37	3574
72	3574
42	3571
3	3358
299	425
62	359
138	66
36	430
144	385
92	421
116	376
730	4747
6	4747
39	4185
0	4698
92	4008
1547	3924
108	178
40	1279
103	1073
86	3689
11	1658
18	1429
41	0
597	824
537	269
36	1093
77	1093
32	832
26	1092
127	2344
88	378
79	364
238	28
1095	28
303	2
56	384
717	1962
12	475
160	96
29	421
741	83
305	1094
56	368
107	80
68	3726
29	880
160	280
70	2910
17	3365
22	975
92	104
13	871
3	611
841	106
50	0
168	2450
81	2156
102	0
193	197
81	39
26	3013
29	2981
129	235
0	2085
89	1958
182	40
76	492
768	0
1	51
123	134
65	67
118	1963
57	1963
116	6828
2840	8638
43	16414
132	18579
123	17273
34	18299
0	18953
0	17200
0	16416
0	13179
109	334
45	574
53	1507
58	300
77	1149
72	574
10	7986
16	10345
165	10264
289	6936
31	7946
201	1912
86	686
160	0
104	11751
0	12974
37	10596
70	10477
64	589
174	393
206	17
108	118
0	8407
106	8277
0	8320
0	8190
85	1947
105	2083
185	1243
222	1617
52	2040
46	1664
157	259
13	183
34	3474
158	123
72	6476
43	6476
44	6456
113	947
0	6696
0	6573
86	6456
244	5745
111	5276
53	717
353	1325
334	348
16	394
18	394
60	163
63	340
82	312
122	276
99	0
15	6211
0	6340
509	6370
502	3502
18	5469
153	5814
290	5780
19	2661
76	154
13	909
7	3348
112	422
106	3058
193	468
78	705
230	3195
51	2743
226	2981
625	757
90	1052
21	707
481	0
117	106
56	2007
120	0
94	151
204	2003
170	33
168	0
71	55
188	978
30	401
12	11603
144	11753
52	12206
75	11707
315	124
50	11281
28	9716
45	11809
82	11124
14	11355
30	11332
61	10962
49	11878
28	10954
0	12054
40	11126
20	10845
33	10847
11	9710
18	11124
10	10912
10	11259
28	2319
23	9939
707	8227
91	95
39	1434
99	2230
0	2196
31	2225
69	950
13	780
101	306
117	985
48	992
1676	10
24	518
10	5995
231	5815
59	198
438	468
153	0
0	2001
138	499
66	521
166	131
189	36
13	753
13	7929
0	9539
0	9953
0	8881
6	9986
0	980
152	1727
243	1943
0	972
89	1716
84	960
277	7
108	2049
32	1701
37	1277
122	1102
174	0
0	3446
2	3932
2	3436
0	3364
0	6031
5	2928
25	3042
0	3420
35	1608
62	2126
0	650
7	1873
166	1686
0	754
93	1377
0	1658
167	2842
75	0
27	247
180	91
31	340
750	839
145	839
291	3424
439	3424
49	2516
60	5826
1	6709
105	856
362	2
119	178
103	0
82	1417
289	2570
45	192
55	1588
20	1099
0	2440
22	1222
17	6358
59	2233
110	2033
129	1335
207	175
21	3308
98	3333
51	3753
701	3726
125	414
98	4017
52	676
356	431
376	0
70	3848
21	3305
45	8226
256	0
152	289
19	6992
17	6995
57	686
161	8102
98	7892
38	2127
93	2
121	614
159	2124
82	684
0	4805
34	3007
100	401
1133	2341
94	336
253	658
58	7004
95	5360
121	224
93	97
410	4982
7	672
0	608
21	604
75	599
104	314
0	3941
30	4013
53	197
11	419
20	3671
1	898
94	555
0	4580
281	336
211	1112
207	2420
23	2408
0	1485
33	1924
0	3272
0	1823
989	487
96	398
44	1055
261	825
134	8
228	0
4	1867
1078	6560
804	6118
0	5868
79	219
107	850
0	982
83	548
908	2667
292	1927
85	1913
66	933
2	1440
0	5033
132	5110
66	907
479	5950
0	35
84	651
217	6533
0	5005
44	1159
0	4126
0	4771
43	1266
784	1775
91	876
93	1442
1652	1336
52	1964
0	1937
97	89
62	9906
49	680
97	9905
110	8389
49	8862
20	8599
18	2469
64	888
2641	0
0	4887
5	4887
54	3556
162	2345
291	0
687	31
71	31
582	0
260	770
281	646
218	58
345	0
170	305
354	125
157	0
365	206
203	73
84	133
243	171
371	0
80	0
98	0
177	0
158	0
314	0
51	0
327	4250
1070	3602
64	1809
185	1757
242	940
46	1239
250	313
152	477
116	176
46	335
68	0
908	0
176	2312
27	2536
78	2437
28	2376
312	2
98	119
70	2119
36	2511
83	2133
122	265
156	19
70	121
92	31
359	42343
141	67811
253	67811
538	57006
6884	65950
241	67920
1117	72337
176	66341
0	72142
752	7086
0	19317
1441	1269
625	8537
390	8002
127	6910
325	3691
1154	3489
1345	2132
406	3943
2078	1063
602	2528
651	891
1178	2815
671	1302
105	557
3	637
40	170
76	447
121	220
123	38
1509	192
0	13904
51	13231
0	13516
0	13904
166	9504
0	14925
11	1185
52	56
0	48
0	12718
0	14375
126	56
107	83
287	4301
590	4998
0	5428
0	5067
88	4705
0	4061
27	487
1	635
0	361
108	671
59	1090
96	800
8	664
116	473
123	8525
86	8863
453	8863
49	5609
122	450
49	963
310	1517
719	783
77	3071
388	0
16	2001
107	164
976	3661
164	3042
49	2546
30	995
0	1006
254	0
232	112
130	0
141	3346
76	0
124	5
104	750
37	551
66	650
138	300
170	409
406	36
132	2857
4	3365
34	2970
0	2161
85	0
216	182
58	0
25	2597
0	1793
52	973
71	435
59	2816
70	2337
104	0
150	0
84	482
8	1830
12	844
274	4201
0	5493
92	640
23	5447
44	4712
73	0
122	165
143	590
24	102
261	1009
164	2606
52	2979
84	2984
45	143
0	3137
67	2654
113	473
201	91
114	0
164	0
446	5802
4686	5802
241	3240
114	1102
143	4709
33	169
16	4577
3	2406
35	2775
67	0
0	1322
28	1029
124	191
2	9287
29	4773
299	6374
881	6391
93	9288
3	775
127	287
126	6
199	201
52	2
11	1071
0	734
37	334
0	1413
119	636
53	126
80	1006
44	956
101	971
176	2017
55	1389
64	4638
0	5119
453	3463
69	4305
35	963
182	2446
196	2493
294	12914
79	1053
292	12733
37	756
21	631
39	469
63	741
207	0
69	10681
146	6079
48	5337
0	5996
35	10995
18	3776
176	4085
307	1076
519	863
724	371
176	3965
116	3904
548	4183
329	3155
4243	1685
167	4980
49	4435
84	4295
0	5159
56	2628
205	4910
124	2571
0	2697
117	4406
123	2882
50	2593
0	3060
67	1288
58	645
155	197
707	1882
