UniqueCount	AmbigCount
104	2851
1074	2
29	1058
118	0
54	305
822	214
42	62
67	0
204	0
2173	0
60	212
289	6036
125	4875
31	6222
21	6040
943	3312
175	525
14	2748
24	2509
18	2648
28	2426
9	1838
4	1694
38	864
88	1167
10	434
476	0
92	201
9	774
529	1456
64	1260
248	659
194	811
280	0
83	205
2945	917
28	132
368	580
275	534
0	4544
13	4350
250	0
161	66
132	139
129	1223
204	1065
54	1208
58	662
108	896
89	710
946	251
122	214
206	37
20	1690
141	1979
78	1976
10	1793
75	1793
243	0
927	1198
780	3367
1446	3367
38	1944
370	0
64	5474
19	5474
263	5051
123	268
101	411
98	394
138	272
21	1137
17	1067
47	1137
960	2174
20	2312
53	480
14	737
4	740
119	708
140	112
114	165
13	2279
35	12934
76	12520
0	8531
52	12316
0	21479
98	2298
51	4873
153	2207
24	7784
241	1836
385	21630
187	930
0	22927
87	22080
110	246
59	1
171	18972
116	1696
108	1512
73	1665
197	5109
42	1324
17	1455
116	741
2085	2319
0	3950
309	3514
58	942
110	1160
55	1210
61	866
132	0
83	551
134	509
102	25
116	477
44	477
166	10383
262	12312
135	16732
47	13629
1	13617
185	16465
46	13578
47	871
0	1940
8	13735
0	18433
6664	18210
66	29
27	6797
17	8946
69	6822
213	6992
15	8596
181	797
1050	753
68	4073
10	3864
52	8306
1108	1905
5110	1550
103	1550
460	0
103	703
62	986
20	819
50	565
29	423
20	302
155	236
16	6553
92	5567
64	503
10	1558
1377	6004
110	195
90	89
19	5465
111	5058
36	2259
0	5950
14	6084
38	1445
39	793
0	12952
0	12689
17	13239
32	11940
0	13288
0	13638
0	13096
0	13414
17	4008
44	4881
67	2140
72	2101
4	2671
185	2614
30	1017
729	9
151	2768
20	2771
304	535
106	885
726	1227
93	478
88	763
26	647
120	730
1484	14953
65	10084
3389	15472
120	15489
60	428
127	2263
106	895
62	3486
104	3847
67	3925
64	3923
33	4149
226	0
490	706
313	407
103	0
22	2886
370	4101
45	3155
29	2659
118	3774
24	2210
29	1670
28	1677
127	1848
90	1500
172	1125
24	1440
24	478
200	1208
132	190
1	486
25	698
38	524
118	154
45	236
48	1768
61	2731
58	2919
22	3612
0	3612
110	1255
61	2467
407	2634
106	252
0	431
53	2192
42	1167
19	2977
97	0
284	375
60	3220
10	1938
350	1924
112	621
75	396
93	336
471	97
3	661
41	20
179	2857
90	3245
0	4062
19	4956
0	5094
36	1362
159	170
267	2988
55	1192
43	827
284	218
26	1760
130	426
93	1485
65	714
156	773
0	1417
95	682
95	797
221	710
22	607
40	574
139	0
38	2458
19	1998
84	849
68	772
85	1589
118	2477
2	1517
42	12
120	553
1957	4486
157	0
38	4488
104	4488
50	4486
10	4277
375	440
43	353
213	87
77	426
191	378
139	420
82	366
1145	5111
2	5111
40	4399
0	3913
53	3236
1686	3146
98	185
115	1300
113	969
43	3101
5	1541
29	1361
82	1
533	935
155	238
57	1242
98	1242
35	1003
50	1242
219	3009
106	502
154	492
249	27
1816	27
506	1
39	505
918	2499
19	761
381	199
9	360
982	103
267	1342
49	421
380	128
112	4723
14	900
150	312
58	3798
27	4299
37	1212
40	38
17	1155
0	589
854	45
50	0
259	3178
79	2736
256	0
205	264
107	65
16	2614
21	2552
155	265
0	1748
69	1641
238	41
97	406
1024	0
6	72
104	108
104	91
93	3194
131	3194
92	5983
830	7631
50	15979
56	18093
206	16779
87	17839
0	18603
0	16866
0	15979
0	13278
175	324
76	609
44	1482
48	334
190	1389
37	651
7	5616
11	7516
147	7448
248	4780
13	5620
284	1597
92	607
160	0
58	7810
0	8897
59	7941
72	7847
73	466
62	232
164	13
99	100
0	8581
76	8034
0	8460
0	7913
85	1993
84	2088
154	1263
272	1649
66	2058
36	1720
193	311
34	293
32	3511
224	168
43	6458
36	6457
74	6444
147	1003
0	6675
0	6535
54	6444
220	5659
64	5174
73	685
773	1370
249	286
11	330
20	330
158	155
64	318
84	286
103	266
165	0
32	5130
0	5203
155	5233
316	2784
20	4492
117	4736
230	4730
45	2353
48	166
16	1028
6	3649
56	502
193	3437
309	484
190	800
107	3363
88	3161
239	3190
767	874
92	1190
13	756
576	1
150	95
39	1776
80	0
128	160
204	1788
211	32
210	0
112	64
198	896
19	209
15	11425
54	11448
30	11869
79	11530
198	72
26	11075
71	9893
27	11599
57	11080
16	11292
18	11199
14	10893
59	11620
76	10950
0	11801
97	11057
30	10805
33	10809
16	9868
16	11066
30	10919
11	11186
64	2524
40	10061
884	8259
83	81
137	2034
117	2656
7	2919
13	2624
17	902
5	714
224	516
121	913
38	916
1256	9
37	559
7	5355
111	5134
63	189
207	445
205	0
0	1884
145	460
67	460
158	119
98	29
15	720
12	6942
0	8208
0	8625
0	7412
9	8577
0	851
196	1631
344	1946
0	1089
62	1653
167	836
139	5
74	1653
11	1504
29	1197
166	1018
196	0
0	3479
2	2919
3	4908
0	4198
4	8224
9	3470
15	3807
0	4251
12	1630
68	2904
0	648
9	1455
90	1337
0	969
38	1100
0	1376
98	2159
45	0
29	242
71	72
27	269
457	675
146	675
219	2458
324	2458
29	2125
118	11549
3	12492
163	1102
144	1
101	366
123	0
120	1593
94	2128
90	364
210	1589
13	1148
0	1989
11	1223
43	11800
35	2484
65	2223
308	1629
360	239
10	1459
76	1478
25	1667
389	1649
66	273
101	3375
118	537
121	178
225	0
27	3152
19	2828
42	7070
192	0
41	211
25	6001
27	6004
77	491
140	6977
41	6521
31	1542
103	4
164	449
58	1540
53	481
0	3688
60	2524
62	284
939	1858
111	318
160	675
59	9001
144	6633
46	130
104	125
1064	6844
5	851
0	762
34	816
96	855
53	425
0	4991
48	3840
61	213
24	480
23	2945
0	983
62	542
0	4802
431	416
438	1137
146	2568
17	2443
0	1715
38	2013
0	3305
0	1962
989	569
103	316
67	1145
652	920
300	16
456	0
6	1978
2354	5949
376	5521
0	4852
84	359
136	789
0	1035
49	402
344	1671
147	1103
124	1332
67	774
3	1104
2	5263
270	5387
138	1402
603	6648
0	23
125	1051
423	6875
0	5002
85	1269
0	3855
0	4378
68	1228
328	1145
26	522
106	1000
2240	1068
38	1430
0	1270
246	122
45	9491
26	404
56	9490
65	7940
73	8694
35	8668
27	2711
129	1016
1761	0
0	4769
3	4769
61	3506
140	2288
327	0
204	24
45	24
291	0
206	699
321	562
120	30
276	0
286	273
388	111
526	0
246	176
102	22
154	154
226	163
333	0
268	0
184	0
444	0
352	0
209	1
51	0
189	3236
1071	2819
23	1230
192	1232
180	634
48	772
130	202
43	305
308	117
15	153
129	0
272	0
68	1396
7	1544
52	1533
41	1471
139	3
133	99
66	2113
33	2495
110	2112
91	243
230	31
99	145
137	35
31	5483
20	9111
34	9111
122	7729
710	8671
34	9134
74	9653
45	8878
0	9625
119	906
0	2591
130	164
94	1229
77	1148
40	988
69	523
235	503
115	283
57	448
86	72
65	251
113	112
117	314
96	165
89	835
18	1009
63	333
65	640
110	296
300	69
1133	174
0	8660
41	8290
0	8400
0	8660
89	5907
0	9520
34	961
134	122
0	57
0	7846
0	9119
193	38
44	44
339	6833
538	7518
0	8184
0	7491
229	7054
0	6472
37	759
2	817
0	539
244	1059
118	1521
63	1067
16	850
55	575
55	7589
78	7882
427	7882
114	5573
72	357
78	1042
528	1628
1807	827
91	2627
174	0
30	1957
52	106
614	2596
59	2248
32	1785
49	901
0	962
212	0
130	97
327	0
64	2713
114	0
121	7
65	646
17	511
77	589
220	287
70	323
270	51
133	2345
5	2748
20	2475
0	1666
143	0
221	158
73	0
44	2206
0	1377
27	703
60	347
45	3952
84	3212
156	0
150	0
145	714
27	2657
16	1178
451	4233
0	5018
173	699
7	4968
89	4601
82	0
394	190
234	653
35	97
70	572
231	2469
21	2751
120	2773
50	161
0	2909
65	2480
62	247
107	64
76	0
109	0
46	645
426	645
135	4468
92	1404
324	7203
120	303
20	6972
5	3951
71	3943
45	0
0	1936
47	1546
254	335
2	5506
49	3023
139	3780
253	3703
43	5507
8	601
176	194
85	5
195	151
90	0
4	986
0	983
92	351
0	1186
59	479
93	128
87	1163
31	850
115	968
161	1692
93	1241
59	3799
0	4088
229	2523
68	3401
14	637
179	2268
296	2244
195	8621
130	879
160	8434
39	558
67	718
43	398
32	485
345	0
88	9565
42	4853
56	4351
0	4830
39	9760
23	2962
123	3284
502	966
597	1197
964	519
166	3561
84	3501
57	405
124	347
190	100
198	4662
42	3742
40	3722
0	4789
59	2194
232	4600
108	2141
0	2256
100	3943
86	2472
58	2146
1	2501
45	1046
44	534
61	148
1017	1979
