UniqueCount	AmbigCount
38	1467
101	408
223	1364
38	645
8	5805
3	7655
131	7600
679	5569
20	6293
178	1468
74	517
85	0
69	8463
0	9497
139	8257
22	8076
52	478
117	251
137	12
177	183
0	8522
116	8147
0	8439
0	8064
162	2133
100	1963
97	1268
120	1423
46	2009
60	1888
110	251
48	548
91	4201
123	150
98	7459
65	7457
65	7429
41	879
0	7580
0	7505
54	7429
348	6743
52	6123
50	728
737	1640
338	330
17	398
18	398
117	166
101	319
66	277
135	272
148	0
16	4275
0	4339
136	4361
421	2469
38	3843
131	4044
197	4026
28	1832
59	147
12	927
10	3359
50	411
153	3089
215	417
190	735
166	3223
54	2828
281	3043
501	540
47	739
14	507
287	1
169	121
28	1917
201	0
97	151
355	1919
278	54
420	0
112	64
106	878
24	306
31	11148
42	11171
27	11378
31	10986
439	99
59	10707
28	9482
18	11046
54	10648
28	10936
20	10829
26	10452
38	11112
36	10485
0	11264
75	10589
90	10374
14	10368
15	9477
32	10644
8	10432
7	10781
37	2444
70	9689
732	7985
64	87
56	1470
71	2018
10	2161
14	2000
37	734
14	612
137	372
323	1422
35	1426
1678	11
44	842
4	3674
86	3484
62	144
325	360
171	0
0	1272
144	341
46	299
130	69
238	27
17	514
31	8226
0	9390
0	9816
0	8508
10	9794
0	945
166	1838
254	2081
2	1119
48	1786
134	988
462	7
72	1687
34	1522
61	1199
80	1003
174	0
0	3211
2	3006
1	4280
0	3936
1	6345
4	3133
42	3559
0	3985
25	1727
122	3101
0	574
6	1412
89	1335
0	849
32	1104
0	1560
313	4313
60	1
39	420
116	138
39	468
563	507
82	507
509	2724
169	2724
139	3136
119	13538
1	14494
111	1083
161	3
80	279
82	0
161	1610
174	3032
62	290
57	1909
15	1222
0	2936
11	1280
75	13839
16	2549
91	2285
185	1619
348	256
6	2314
194	2353
23	2562
382	2524
126	369
64	3272
91	603
363	374
150	0
39	3114
27	2654
95	10921
192	0
70	332
32	8877
14	8878
64	771
199	10792
29	9347
80	2500
106	1
85	383
62	2492
72	430
0	5208
45	3741
63	457
1893	2875
138	454
277	673
47	8543
131	6553
44	122
119	107
850	6581
9	987
0	904
23	860
46	878
90	433
0	5589
17	2667
113	254
42	529
16	2003
2	534
38	319
0	4546
428	421
434	1126
154	2328
15	2197
0	1538
38	1939
0	3308
0	1714
394	514
87	414
57	979
387	801
89	10
456	0
3	1450
969	4228
329	3938
0	3493
112	267
84	980
0	1156
118	679
362	2894
386	2040
265	2179
107	1240
4	1780
1	6805
361	6911
80	1415
1223	7939
0	78
99	1007
192	7438
0	5854
31	1387
0	5289
0	5595
67	1752
228	1591
33	743
156	1393
663	1090
74	1766
0	1867
181	113
36	9635
18	515
210	9635
84	8088
78	8855
7	8475
25	2639
129	1039
1056	0
0	4409
3	4409
49	3374
156	2256
291	0
407	20
53	20
232	0
165	822
620	726
228	62
517	0
210	361
876	162
157	0
304	275
100	40
176	236
241	151
296	0
107	0
73	0
133	0
140	0
523	2
85	0
234	2165
466	1806
21	765
53	725
108	450
24	680
75	165
34	211
303	119
47	274
129	0
363	0
72	1579
13	1792
83	1771
26	1673
92	2
90	137
108	2881
79	3445
75	2855
94	371
125	15
190	171
139	57
44	5024
8	8292
30	8289
41	6885
601	8221
39	8310
84	9027
30	8097
0	9002
75	856
0	2525
128	155
129	1275
97	1186
48	1122
66	616
76	410
172	354
68	645
91	59
49	155
226	152
138	442
58	217
60	633
10	827
150	360
81	449
119	221
155	33
756	163
0	11951
63	11443
0	11709
0	11951
65	7889
0	12790
31	1092
67	89
0	38
0	10964
0	12174
131	57
56	74
192	4014
650	4731
0	5020
0	4669
90	4339
0	3774
33	583
1	655
1	455
126	663
50	974
65	697
17	596
82	380
140	8027
56	8256
308	8256
81	5503
59	393
97	1061
464	1603
896	628
27	2162
116	0
16	1918
69	113
562	2759
77	2044
108	2179
12	574
0	587
424	0
241	76
196	0
91	4445
85	0
162	4
57	484
16	331
36	383
59	191
132	298
305	20
302	3952
10	4449
25	4065
0	2458
214	0
387	259
43	0
72	3600
0	1955
23	1086
67	633
86	3228
33	2597
260	0
135	0
96	479
12	2242
30	1117
266	3810
0	4665
272	775
10	4641
84	4214
138	0
197	135
261	568
22	110
72	653
159	2374
67	2703
57	2624
40	90
0	2745
39	2283
111	339
80	96
57	0
123	0
39	400
259	400
95	3392
168	1378
328	5537
71	202
9	5333
2	3360
49	3038
60	0
0	1367
24	1101
105	229
1	8198
91	4503
231	5650
490	5564
13	8199
2	748
85	254
65	0
233	196
89	1
7	878
0	747
65	305
0	1179
95	536
65	139
93	1008
37	808
91	1005
296	2203
54	1389
103	4522
0	4626
272	3382
81	4091
19	838
80	2133
176	2231
105	6639
134	784
155	6521
89	644
63	581
33	237
71	484
138	0
152	14354
153	7682
73	6761
0	7539
50	14661
10	4465
144	4950
300	1352
515	1222
487	391
159	5212
99	5136
51	348
88	291
252	95
226	6316
78	5345
67	5217
0	6557
80	3171
241	6256
113	3102
0	3273
109	5428
157	3798
69	3136
1	3679
106	1589
72	776
104	219
1690	2719
