gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000160255	60156.03275816902	3.1330572825090717	0.14508240992647636	21.59501819756658	2.0006500237551928e-103	4.581488554399391e-101
ENSG00000156265	31990.99986651418	3.002068307352701	0.14514593695068212	20.68310260984259	4.917422659788109e-95	5.630448945457385e-93
ENSG00000180509	35047.97280773958	3.2336583073042005	0.17059375237025765	18.955314965379564	3.9915712428634985e-80	3.0468993820524704e-78
ENSG00000142192	47700.95406580114	3.092220365760556	0.182330012950835	16.95946989590994	1.6381566210166322e-64	9.378446655320219e-63
ENSG00000183527	7913.5105850149175	2.834781761004354	0.16852631214995922	16.82100394199506	1.712322801840223e-63	7.842438432428222e-62
ENSG00000159128	10520.071117224328	2.496331873409178	0.15275738241608203	16.341808388740553	4.97550382187644e-60	1.898983958682841e-58
ENSG00000142168	6495.056222902352	2.9856566379326557	0.22461490924348385	13.29233508135556	2.564483335754611e-40	8.389524055540085e-39
ENSG00000160307	4690.037879468293	3.358676454936243	0.2878433551541377	11.66841754306852	1.8482924198859562e-31	5.29073705192355e-30
ENSG00000159197	1665.5746045586413	2.239433812096298	0.20255797679168755	11.05576708242575	2.05571929952648e-28	5.230663551017376e-27
ENSG00000160284	7006.311154005297	3.450247451874188	0.5545273361182887	6.221960987579159	4.909791362404054e-10	1.1243422219905282e-8
ENSG00000183421	2747.2049391417813	-0.635817321378363	0.17902331578728442	-3.5515894596312885	3.8291179971368416e-4	0.007971527466766697
ENSG00000166265	1156.2547791483048	-0.6738776000139756	0.207635928104573	-3.24547686022135	0.001172540934577756	0.02237598950152551
ENSG00000156256	5806.345846718235	-0.44479343906095564	0.1452366036818112	-3.0625436548724503	0.0021946446147295493	0.038659508982543604
ENSG00000272804	578.1571050667092	-1.0481874833160714	0.35775062908627847	-2.929938896245185	0.003390286629619522	0.0554554027273479
ENSG00000154736	2764.184108259719	-0.6493536920478433	0.22795506388778292	-2.848603935236575	0.004391150784815153	0.06703823531484467
ENSG00000184900	2641.882133331523	0.5401703513963565	0.19535872554175665	2.765017789189552	0.00569196916304667	0.08146630864610546
ENSG00000285815	1192.3058309591688	-0.5564234719081893	0.21416502737545873	-2.5981061367816496	0.009373951463910216	0.12627264030796703
ENSG00000275464	3626.0751273844467	-0.4496771571822708	0.17813422842454976	-2.5243725541087425	0.011590502286755492	0.1474569457592782
ENSG00000154721	4214.710030147591	-0.4680965738953601	0.19127138266195134	-2.447290166363586	0.014393490880393182	0.17347944271631782
ENSG00000184351	193.21826628292123	0.9789083021537021	0.4151143102173608	2.3581656378965334	0.018365496226854967	0.2070789477458829
ENSG00000142178	2034.3343070297649	0.5088812989692683	0.2169392616297793	2.3457316815141867	0.018989772500714153	0.2070789477458829
ENSG00000157542	8979.988467951729	0.4082222165400426	0.18065223020423957	2.259713129909992	0.02383906087596054	0.24519056935821168
ENSG00000156284	755.6240048885342	-0.6256046389716621	0.27839077649545485	-2.2472175509804506	0.02462612705344484	0.24519056935821168
ENSG00000156282	399.58741054777687	-0.8587805327714448	0.3857109690670953	-2.226487192854653	0.02598156589091685	0.2479074412091649
ENSG00000160213	3466.910451235044	0.46326448691178956	0.22660716124139652	2.044350603811194	0.040918923422599576	0.3748173385510121
ENSG00000160282	4489.24761585466	0.3376072517839173	0.1701564104001103	1.9840995175559868	0.047244746912540235	0.4020504279350104
ENSG00000186965	136.92060876912905	-0.9389877999331525	0.47359553514368846	-1.9826787422061833	0.04740332556438987	0.4020504279350104
ENSG00000184724	162.04138244221207	0.8454327505221096	0.43535992479376473	1.94191679659675	0.05214717366894226	0.4264893846495635
ENSG00000205929	1291.5254930574688	-0.391432693227187	0.20810662756850073	-1.8809237254990465	0.05998229529000667	0.47246321878006686
ENSG00000160214	4552.852705888506	0.3182418533405137	0.171461578401694	1.856053445366916	0.06344594053529687	0.47246321878006686
ENSG00000171189	8602.842605040902	-0.31633240855252287	0.17076220542645149	-1.8524731966451997	0.06395790297896102	0.47246321878006686
ENSG00000160216	13268.723861263741	0.2915945476624822	0.16012516621384426	1.8210413425773622	0.06860057263594237	0.4837472546082683
ENSG00000205670	1965.5610564317078	0.40650754887812446	0.2241207078673897	1.8137884390346095	0.06971030306582032	0.4837472546082683
ENSG00000142182	1437.712054812556	0.4367046304650982	0.25707312400302845	1.6987564614492863	0.08936508017961636	0.5306734000151386
ENSG00000154734	4209.095526267851	-0.3123921692383549	0.1845157371021444	-1.6930380798111575	0.09044821913110469	0.5306734000151386
ENSG00000159082	13439.577061183638	0.28460407752038414	0.16862283824545363	1.6878145361668266	0.09144683632650612	0.5306734000151386
ENSG00000156239	3402.902021771439	-0.3996643209564977	0.23828149313096442	-1.6772780617789478	0.093488120448849	0.5306734000151386
ENSG00000244362	175.61871881589485	0.7164506407839728	0.4282527222428466	1.6729622570331255	0.09433472640251898	0.5306734000151386
ENSG00000183778	7337.964821065229	-0.29249605042614435	0.17484488414505278	-1.672888811453512	0.09434918679624152	0.5306734000151386
ENSG00000156299	8645.463855684404	0.2734862875009396	0.16369825555999962	1.6706731941972337	0.09478624635174819	0.5306734000151386
ENSG00000205581	7601.944199065682	0.26546050358859774	0.15900265604840694	1.669535026558177	0.09501139476253574	0.5306734000151386
ENSG00000159263	4655.295831066044	-0.3730272065331065	0.22566052486024912	-1.6530459049677435	0.09832152138913265	0.5360863904312233
ENSG00000185437	2334.7730010190494	0.3974553803440661	0.24806722634365655	1.6022083457064848	0.10910954518005586	0.5810717638658789
ENSG00000182240	6917.519364786581	-0.3678288521255523	0.2340543908594332	-1.5715528804006094	0.11605428150901331	0.6040097833082738
ENSG00000244025	206.1864156262279	0.7595441364976164	0.4892877296999047	1.5523465854405716	0.12057931681032956	0.6136147455458992
