UniqueCount	AmbigCount
156	3328
0	2483
169	3446
122	1404
31	259
88	44
41	1165
21	1179
237	93
29	837
199	1008
186	204
223	0
165	0
16	12029
111	775
43	471
1915	14883
0	14561
61	13153
0	14699
0	14782
0	12052
0	13834
63	266
99	2846
0	9814
116	0
94	8131
338	1584
213	90
58	1420
108	1518
368	0
114	626
285	71
0	51
0	1270
64	1252
0	2039
0	1134
26	705
0	1903
50	663
151	129
120	407
61	171
509	818
31	525
75	75
110	71
69	42
142	93
77	511
37	0
60	229
13	1231
45	1172
80	1244
1400	2281
103	2275
2778	0
630	0
5	1677
0	1101
0	1367
11	598
0	831
0	1383
0	451
0	7092
0	7070
61	6741
3	7238
0	7034
28	1999
0	1142
43	1076
832	130
81	0
46	7781
0	8103
0	7876
191	7744
171	8094
48	7848
221	7736
17	7726
0	7833
167	7847
28	874
982	345
102	111
50	1942
72	1942
0	7451
8	6349
93	6339
74	2100
79	2019
140	229
63	2465
537	0
46	1005
79	0
75	343
808	242
25	38
90	0
204	0
977	0
79	240
214	6872
67	5321
67	6979
70	6834
582	3309
228	581
22	3465
19	3281
26	3371
50	3230
11	2396
10	2274
48	1086
27	1277
18	462
357	0
96	207
4	600
525	1170
38	1029
312	505
50	610
351	0
167	340
3944	1128
25	164
221	624
165	316
0	2957
24	2843
100	1
157	64
151	80
121	1066
170	952
50	1065
43	589
160	807
100	627
1458	476
383	463
116	13
34	1768
119	2002
51	2004
13	1865
68	1865
194	0
450	548
296	1546
640	1546
11	915
296	0
49	6983
33	6982
525	6538
257	389
233	708
182	681
144	428
24	1690
31	1603
93	1688
2379	3086
13	3237
54	642
24	1008
9	1015
167	1010
105	121
195	267
21	1828
52	10891
29	10475
0	7238
59	10311
0	18728
178	1925
124	4019
93	1751
8	6102
488	1783
1284	19310
344	1337
0	19519
42	18673
157	268
66	0
167	16378
46	1151
132	1387
161	1584
116	4199
113	1278
36	1633
153	813
1251	2016
0	3896
280	3203
33	1069
142	1269
72	1495
145	1282
199	0
37	456
99	482
78	22
134	399
25	399
76	8238
157	9720
165	13488
34	10792
0	10677
157	13203
32	10652
15	686
1	1644
8	10785
0	14585
3360	14408
94	55
60	5693
16	7215
251	5748
98	5670
9	6956
188	679
1045	642
75	3307
10	3053
36	6379
1259	1374
3044	1811
130	1811
460	0
72	801
75	1163
54	1023
56	624
10	276
6	149
54	199
12	8120
67	6900
95	620
11	1772
1686	7401
137	287
178	168
38	6695
89	6202
62	2667
0	7359
12	7497
56	1658
30	919
0	16883
0	16507
4	17027
30	15373
0	17318
0	17524
0	17012
0	17464
21	4706
56	6029
71	2880
188	2799
5	3514
126	3427
77	1512
976	3
147	2520
25	2520
183	355
28	629
205	1234
66	505
180	979
87	892
57	669
1457	11390
72	7502
1713	11627
60	11654
123	410
40	1362
92	551
102	3317
107	3484
112	3603
47	3666
37	3885
113	0
446	470
128	228
129	0
17	2636
265	3427
52	2859
27	2318
101	3360
30	1965
124	1534
12	1450
207	1700
41	1261
45	914
19	1331
37	421
211	1104
104	240
1	426
32	424
11	273
152	184
75	314
74	1695
74	2762
52	3153
49	3867
0	3867
274	1532
102	3070
237	2457
116	294
0	599
76	2531
72	1436
16	3069
162	0
373	506
27	3396
33	2711
210	1719
114	572
102	463
55	215
466	118
2	549
99	55
189	2506
141	3208
1	2639
15	3373
0	3532
38	1008
141	113
298	2136
44	840
43	516
105	163
20	1307
177	396
64	1153
46	544
97	588
0	1132
119	522
138	677
109	598
19	547
36	493
185	0
24	2044
3	1652
152	824
63	566
22	1265
121	2058
0	1395
66	1
49	461
2599	3562
394	0
53	3564
88	3564
33	3562
2	3363
336	463
73	411
103	52
50	515
257	450
164	510
124	442
451	4135
5	4135
65	3661
0	4822
49	3978
1873	3871
175	236
93	1616
179	1285
53	3857
18	1988
22	1722
55	0
1010	1038
311	321
77	1319
84	1319
41	1012
31	1318
205	2149
88	508
178	492
70	15
1456	15
202	2
40	509
303	1644
62	697
200	134
13	265
655	71
183	711
46	400
120	59
94	5391
23	935
92	314
100	4381
45	4986
58	1603
53	61
24	1590
0	671
937	65
67	0
154	3484
44	3107
115	0
156	298
136	81
12	2591
19	2536
204	289
0	1660
77	1540
315	46
91	405
1024	0
1	64
126	112
52	72
143	2959
94	2959
81	5822
2824	7526
35	14423
146	16279
138	15174
46	16014
0	16735
0	14869
0	14424
0	11241
107	310
84	528
20	1258
83	374
198	1218
28	567
18	7976
7	10081
140	10035
305	6821
33	7748
197	1714
121	652
214	0
32	7340
0	8291
79	7273
43	7155
143	541
105	210
206	12
112	120
0	11010
281	10875
0	10837
0	10702
70	2171
156	2334
104	1374
95	1727
37	2198
54	1898
190	330
26	335
77	5144
306	241
97	8381
56	8380
82	8354
53	930
0	8545
0	8635
33	8354
581	7829
189	7282
72	941
555	1834
341	224
7	289
31	289
54	105
137	308
38	270
101	268
247	0
43	6529
0	6629
489	6681
508	3437
22	5601
188	5981
164	5984
43	3053
61	172
13	1026
10	3685
80	440
248	3441
377	550
120	737
173	3424
75	3185
267	3272
637	876
81	1305
46	980
432	0
124	108
35	2114
107	0
174	199
305	2158
129	48
420	0
108	51
119	933
16	240
12	11098
62	11140
55	11550
46	11192
198	73
41	10687
27	9451
50	11266
78	10701
15	10933
13	10863
26	10488
39	11297
40	10509
0	11479
43	10651
28	10410
34	10431
32	9459
27	10697
14	10460
19	10817
37	2378
42	9668
648	7986
64	108
78	1852
90	2363
11	2628
15	2332
32	873
12	712
223	547
410	1285
22	1288
1254	14
32	641
6	3972
78	3887
49	152
223	326
342	0
0	1879
123	527
42	421
94	96
320	37
40	784
14	8985
0	10605
0	11090
0	9311
6	10909
0	1015
213	2000
323	2259
0	1152
85	1983
224	1020
184	13
108	2003
36	1846
46	1368
79	1126
327	0
0	2793
4	2977
0	3212
0	3110
0	6579
8	2671
12	2823
0	3161
31	1431
70	3286
0	614
5	1356
98	1231
0	608
33	955
0	1274
129	2652
60	0
47	360
99	113
23	261
435	510
95	510
328	1987
171	1987
99	2383
59	9756
0	10736
105	914
108	1
102	182
123	0
173	1590
192	2356
50	242
107	1568
24	1218
0	2243
7	1334
92	10313
66	2582
110	2325
122	1568
356	241
7	2242
154	2273
47	2598
463	2569
61	318
60	3406
188	582
141	200
169	0
26	3160
40	2835
41	9253
102	0
79	289
9	7625
14	7626
69	777
251	9155
48	8251
85	2309
67	7
136	474
66	2302
47	514
0	4816
53	3231
148	435
842	2457
68	343
230	606
56	7752
112	5844
69	193
177	145
524	5786
12	825
0	761
20	733
130	771
79	369
0	4670
10	2097
89	140
27	287
22	2804
0	533
60	305
0	4376
253	364
368	1119
367	2509
11	2210
0	1706
32	1886
0	2872
0	2040
594	501
29	179
110	1212
323	962
89	10
760	0
1	2469
1412	6324
828	5961
0	5089
86	433
98	932
1	1244
37	496
505	2208
166	1404
156	1774
64	1166
6	1630
2	5985
376	6027
94	1223
1222	7922
0	31
54	844
392	8269
0	5987
45	1331
0	4622
0	5123
52	1544
364	1257
48	583
144	1041
671	810
30	1308
0	1416
110	75
34	7789
46	575
102	7789
85	6504
68	7037
20	6805
23	2058
70	725
2641	0
0	4888
2	4888
86	3691
114	2390
218	0
412	34
78	34
349	0
129	591
272	517
220	58
345	0
420	340
865	167
236	0
439	321
152	54
186	268
245	122
333	0
80	0
73	0
199	0
140	0
208	1
102	0
430	3358
634	2872
33	1141
81	1120
188	614
13	796
150	257
94	307
206	149
50	210
172	0
908	0
105	1384
4	1520
71	1527
22	1434
156	1
148	110
67	1539
32	1878
41	1510
93	257
141	15
76	104
134	31
38	5424
6	9082
27	9080
58	7639
596	8644
57	9113
95	9632
70	8925
0	9598
107	896
0	2628
146	154
106	1176
34	1101
33	954
91	573
140	375
241	394
27	461
78	51
31	163
116	144
88	287
75	219
78	519
2	583
49	155
57	396
134	205
90	30
453	160
0	10477
52	10203
0	10338
0	10477
67	6854
0	11190
16	897
71	89
0	72
0	9812
0	10685
191	32
39	42
212	4417
403	5163
0	5638
0	5216
168	4856
0	4137
35	529
2	584
0	325
139	797
81	1244
67	910
18	746
62	518
46	7063
87	7328
177	7328
125	5315
56	386
76	1024
775	1631
1348	710
36	2420
155	0
27	1778
79	117
441	2595
78	2141
67	1824
50	847
0	874
254	0
140	92
261	0
171	3928
57	0
164	4
67	421
9	277
47	343
162	356
162	434
510	40
113	3360
2	4043
43	3565
0	2246
214	0
318	216
43	0
37	3154
0	1839
93	1220
31	502
105	3739
26	2974
104	0
300	0
90	575
21	2593
30	1236
182	2970
0	3694
279	642
8	3672
44	3316
92	0
304	123
136	412
41	167
78	643
167	2126
34	2464
83	2420
33	104
0	2518
55	2112
112	317
120	63
76	0
164	0
44	873
820	873
316	4922
56	1058
183	6854
89	237
19	6657
4	2792
133	4448
75	0
0	2037
29	1576
192	338
3	6700
53	3805
378	4890
434	4797
38	6702
6	659
283	296
128	4
298	189
45	3
3	883
0	529
54	321
0	1181
40	489
67	120
55	784
45	822
114	729
127	1779
26	1111
101	3879
0	4027
260	2877
89	3547
53	843
131	1934
146	1976
156	6603
181	822
130	6437
95	667
43	508
64	335
40	418
138	0
56	9152
151	5808
30	5105
0	5693
41	9458
29	3706
153	3983
504	993
240	715
814	289
115	2806
62	2745
63	536
141	468
247	118
227	4952
47	4028
95	4010
0	5042
32	2299
519	4885
167	2257
0	2415
38	4139
100	2562
40	2117
0	2496
37	1111
48	617
93	194
519	1976
